danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,genre
0.629,0.488,4,-10.501,0,0.0464,0.0239,0.0,0.282,0.17,135.975,175840,5,Hiphop
0.594,0.46,1,-7.607,1,0.382,0.0035,0.0,0.147,0.0541,146.274,202451,4,Underground Rap
0.606,0.897,11,-5.388,1,0.134,0.138,0.0,0.264,0.498,130.028,198516,4,Dark Trap
0.28,0.99,6,0.168,0,0.399,0.0263,0.0144,0.781,0.0786,150.374,156800,4,trap
0.92,0.683,10,-4.997,0,0.228,0.0369,0.0,0.111,0.716,104.079,202975,4,Rap
0.583,0.792,1,-5.894,1,0.0533,0.0032,0.0,0.315,0.397,160.11,294720,4,RnB
0.83,0.978,4,-0.289,0,0.104,0.0028,0.69,0.638,0.236,140.031,226161,4,trap
0.559,0.845,11,-3.871,1,0.0379,0.222,0.0,0.164,0.304,189.83,237493,4,Pop
0.904,0.743,11,-5.319,1,0.35,0.277,0.0,0.298,0.69,195.836,176327,4,Underground Rap
0.662,0.861,9,-4.759,0,0.306,0.154,0.0,0.377,0.254,184.094,230906,4,Hiphop
0.889,0.503,1,-9.656,1,0.0605,0.0088,0.839,0.0898,0.325,123.989,359032,4,techhouse
0.526,0.923,7,-6.256,1,0.0437,0.0001,0.629,0.166,0.369,145.004,474867,4,psytrance
0.62,0.822,4,-7.325,1,0.085,0.0006,0.107,0.349,0.273,155.052,171871,4,hardstyle
0.54,0.465,1,-10.35,1,0.0348,0.0004,0.874,0.065,0.0492,143.987,152043,4,Dark Trap
0.902,0.812,0,-8.79,1,0.532,0.133,0.0,0.851,0.449,130.006,111207,4,Underground Rap
0.364,0.987,1,1.675,1,0.524,0.0027,0.022,0.394,0.282,152.358,281168,4,trap
0.354,0.935,4,-3.653,0,0.176,0.0029,0.0005,0.496,0.516,149.926,227200,4,trap
0.765,0.704,5,-4.589,0,0.127,0.0215,0.0,0.227,0.498,147.055,192172,4,RnB
0.69,0.994,8,-7.624,1,0.0672,0.0008,0.92,0.0943,0.353,126.003,373333,4,techno
0.81,0.486,4,-7.221,1,0.12,0.402,0.0,0.177,0.566,108.048,177778,4,Underground Rap
0.469,0.969,0,-2.219,1,0.0589,0.009,0.0,0.346,0.476,164.042,183507,4,Emo
0.699,0.904,5,-6.706,1,0.0598,0.0005,0.558,0.0373,0.197,127.566,301039,4,trance
0.361,0.961,1,-3.788,0,0.392,0.106,0.0,0.256,0.144,148.167,176700,4,hardstyle
0.761,0.686,8,-8.415,1,0.0381,0.0011,0.689,0.0776,0.577,125.0,416067,4,techhouse
0.687,0.841,0,-7.798,1,0.0331,0.0265,0.31,0.134,0.229,126.837,379278,4,trance
0.483,0.361,2,-10.61,1,0.0297,0.604,0.0,0.111,0.421,135.262,316987,4,Emo
0.511,0.857,6,-5.095,0,0.037,0.0001,0.216,0.0892,0.0363,139.998,288000,4,Dark Trap
0.623,0.756,4,-10.437,0,0.0469,0.0092,0.824,0.1,0.166,134.003,333151,3,techno
0.717,0.866,10,-6.973,0,0.0761,0.001,0.852,0.111,0.129,126.0,308431,4,techno
0.77,0.831,7,-11.537,1,0.0508,0.0001,0.916,0.109,0.126,124.996,465120,4,techno
0.804,0.9,6,-7.968,0,0.0909,0.0015,0.896,0.0254,0.545,127.026,241890,4,techhouse
0.778,0.868,7,-7.805,1,0.187,0.0425,0.789,0.546,0.0893,138.005,346365,4,psytrance
0.688,0.858,7,-8.403,1,0.0559,0.0029,0.846,0.0791,0.0397,140.01,425143,4,psytrance
0.404,0.906,5,-5.936,1,0.0483,0.0005,0.0137,0.549,0.235,137.899,157826,4,trance
0.507,0.99,1,-4.895,0,0.126,0.0006,0.822,0.656,0.179,137.986,452174,4,trance
0.798,0.739,1,-7.141,1,0.0715,0.0001,0.887,0.0909,0.337,126.995,441365,4,techno
0.679,0.895,4,-4.646,0,0.0827,0.0011,0.66,0.0593,0.391,174.022,332873,4,dnb
0.487,0.936,11,-3.609,0,0.145,0.0205,0.0001,0.354,0.12,155.101,232861,3,hardstyle
0.546,0.585,4,-7.435,0,0.13,0.105,0.0001,0.098,0.7,123.746,240053,5,RnB
0.324,0.938,6,-7.332,0,0.102,0.032,0.0321,0.0961,0.543,168.131,178440,4,Hiphop
0.554,0.974,11,0.165,0,0.0973,0.0503,0.0001,0.537,0.481,150.05,212800,4,trap
0.552,0.348,0,-10.258,1,0.0353,0.535,0.0018,0.106,0.152,110.051,265508,4,RnB
0.54,0.86,2,-4.36,1,0.0454,0.0014,0.675,0.159,0.0567,171.978,364186,4,dnb
0.524,0.965,3,-1.351,0,0.275,0.0024,0.064,0.151,0.388,150.023,243200,4,trap
0.498,0.993,11,-4.725,1,0.0559,0.0,0.848,0.945,0.253,138.007,493913,4,trance
0.497,0.973,7,-2.529,1,0.0484,0.004,0.0047,0.692,0.26,174.003,275817,4,dnb
0.715,0.438,8,-9.874,0,0.0575,0.12,0.0001,0.107,0.418,128.905,216822,4,Underground Rap
0.628,0.994,4,-3.888,0,0.0582,0.0046,0.899,0.136,0.108,134.007,372985,4,techno
0.481,0.356,7,-16.152,1,0.0335,0.103,0.904,0.0629,0.0822,164.144,134634,3,Dark Trap
0.667,0.969,7,-0.714,0,0.106,0.0058,0.112,0.676,0.278,150.01,265600,4,trap
0.847,0.6,2,-7.737,1,0.155,0.0054,0.0,0.398,0.729,147.966,250160,4,RnB
0.649,0.2,2,-19.41,1,0.0507,0.839,0.0003,0.206,0.866,150.043,160325,4,Dark Trap
0.852,0.921,2,-4.055,1,0.188,0.0267,0.0005,0.377,0.498,126.018,207619,4,techhouse
0.589,0.964,8,-7.031,0,0.0736,0.0036,0.84,0.371,0.277,137.999,445793,4,psytrance
0.692,0.833,7,-3.974,1,0.0492,0.0001,0.0,0.515,0.692,193.628,246320,4,Hiphop
0.864,0.7,9,-6.45,1,0.258,0.244,0.0,0.0749,0.438,193.988,214080,4,Underground Rap
0.697,0.844,8,-5.008,1,0.29,0.384,0.0,0.0557,0.263,146.056,141971,4,Trap Metal
0.286,0.558,0,-9.113,1,0.0702,0.0528,0.743,0.085,0.0775,119.991,146000,4,Dark Trap
0.661,0.998,9,-4.804,1,0.0767,0.0001,0.802,0.0889,0.0731,140.022,432643,4,psytrance
0.631,0.975,1,-5.228,1,0.0463,0.0001,0.852,0.383,0.403,144.989,509977,4,psytrance
0.473,0.992,1,-7.415,1,0.149,0.0001,0.859,0.722,0.103,137.988,224031,4,trance
0.771,0.906,1,-12.13,1,0.0788,0.0385,0.846,0.127,0.478,128.011,425806,4,techno
0.55,0.88,7,-3.835,1,0.435,0.202,0.0,0.281,0.578,196.272,211183,4,Underground Rap
0.783,0.621,0,-7.053,0,0.0782,0.169,0.153,0.0909,0.411,147.97,144000,4,Dark Trap
0.8,0.917,11,-9.544,0,0.0664,0.0007,0.928,0.0639,0.33,123.995,374500,4,techhouse
0.648,0.408,9,-11.431,0,0.0583,0.151,0.0018,0.0567,0.224,121.067,214215,3,RnB
0.762,0.547,7,-10.71,0,0.0871,0.0343,0.0,0.135,0.509,172.05,89302,4,RnB
0.59,0.827,10,-1.96,0,0.045,0.008,0.0584,0.212,0.243,150.006,270000,4,trap
0.568,0.9,8,-2.844,1,0.043,0.0005,0.0188,0.218,0.337,128.026,174023,4,trance
0.847,0.448,0,-10.14,1,0.416,0.81,0.0,0.325,0.488,159.95,120000,4,Trap Metal
0.684,0.864,6,-11.087,0,0.0371,0.0004,0.885,0.144,0.14,128.004,302780,4,techno
0.547,0.989,3,-2.769,0,0.0654,0.0082,0.336,0.361,0.373,137.984,186196,4,trance
0.795,0.557,1,-6.653,1,0.0426,0.129,0.0,0.113,0.403,119.942,194000,4,Rap
0.802,0.89,11,-4.59,0,0.0511,0.0017,0.906,0.105,0.864,124.996,415920,4,techno
0.29,0.583,8,-6.789,1,0.0334,0.206,0.943,0.0755,0.0819,149.939,161964,4,Dark Trap
0.677,0.565,1,-7.752,1,0.281,0.0002,0.0,0.107,0.692,179.953,195560,4,Rap
0.803,0.691,1,-7.713,1,0.154,0.0238,0.0003,0.111,0.179,140.072,133773,4,Trap Metal
0.487,0.921,10,-7.593,0,0.05,0.007,0.18,0.0765,0.146,137.971,201739,4,trance
0.819,0.778,1,-5.839,0,0.21,0.029,0.0,0.215,0.779,193.44,275267,4,RnB
0.695,0.639,10,-10.288,0,0.0492,0.0004,0.819,0.148,0.172,128.011,459375,4,techno
0.726,0.52,0,-9.17,1,0.202,0.126,0.0,0.109,0.388,200.052,195866,4,Underground Rap
0.616,0.606,8,-5.636,0,0.0332,0.0083,0.0002,0.176,0.0919,208.368,301896,4,RnB
0.807,0.544,0,-6.411,1,0.33,0.167,0.0,0.219,0.455,144.955,105920,4,Underground Rap
0.677,0.976,5,-6.255,0,0.0501,0.0001,0.806,0.284,0.181,145.001,450207,4,psytrance
0.527,0.95,4,-6.797,0,0.0464,0.0001,0.589,0.782,0.487,142.007,423160,4,psytrance
0.792,0.441,7,-10.39,1,0.154,0.365,0.0,0.105,0.602,188.01,164067,4,Underground Rap
0.844,0.574,4,-4.886,0,0.382,0.306,0.0,0.11,0.476,158.047,269084,4,Rap
0.433,0.443,1,-10.568,0,0.0361,0.0922,0.0003,0.117,0.0363,79.903,185851,3,Rap
0.767,0.463,9,-5.913,0,0.345,0.135,0.0001,0.0875,0.563,187.356,249013,4,Hiphop
0.899,0.565,1,-7.916,1,0.568,0.0491,0.0,0.333,0.774,143.96,113335,4,Dark Trap
0.665,0.968,1,-7.626,1,0.04,0.0,0.897,0.061,0.126,138.286,236027,4,trance
0.565,0.97,5,-6.558,0,0.0813,0.0006,0.89,0.0916,0.125,144.977,450207,4,psytrance
0.376,0.795,6,-4.934,1,0.0384,0.0003,0.155,0.123,0.153,175.004,240907,4,dnb
0.76,0.633,8,-4.342,1,0.226,0.418,0.0,0.128,0.492,182.228,322960,4,Hiphop
0.352,0.845,1,-6.3,1,0.0764,0.0021,0.797,0.0655,0.103,145.006,493241,4,trance
0.517,0.762,11,-5.806,0,0.0454,0.161,0.0,0.0897,0.351,156.928,241292,4,Emo
0.505,0.951,4,-4.724,0,0.0535,0.0122,0.405,0.274,0.107,150.019,312000,4,hardstyle
0.451,0.49,2,-10.02,0,0.293,0.303,0.0,0.154,0.0917,174.466,230867,4,Hiphop
0.742,0.396,8,-15.842,1,0.12,0.632,0.693,0.0852,0.129,114.983,134924,4,Dark Trap
0.5,0.98,4,-2.616,0,0.137,0.0088,0.257,0.189,0.285,159.93,241500,4,trap
0.717,0.999,4,-5.623,0,0.0763,0.0463,0.934,0.0583,0.0769,125.999,430476,4,techhouse
0.549,0.997,1,-0.441,1,0.195,0.0004,0.299,0.0985,0.122,152.963,250980,4,trap
0.537,0.837,8,-7.494,1,0.0545,0.0,0.792,0.07,0.168,126.991,438425,4,techno
0.598,0.28,1,-17.949,1,0.386,0.445,0.0,0.106,0.258,144.903,248625,4,Dark Trap
0.828,0.527,6,-7.126,1,0.0945,0.0084,0.0,0.0962,0.781,131.985,221818,4,Underground Rap
0.51,0.776,5,-7.108,0,0.0473,0.0782,0.002,0.18,0.111,130.237,227077,4,Dark Trap
0.477,0.951,0,-4.621,1,0.0416,0.0075,0.119,0.165,0.387,140.029,193714,4,Dark Trap
0.83,0.33,4,-9.156,1,0.0485,0.0544,0.0,0.119,0.0744,121.973,251861,4,Hiphop
0.647,0.669,6,-7.874,1,0.282,0.0823,0.0,0.342,0.553,192.538,299627,4,Hiphop
0.583,0.748,6,-4.798,1,0.0292,0.007,0.0241,0.22,0.254,142.029,233239,4,trap
0.785,0.534,11,-10.19,0,0.296,0.585,0.0002,0.107,0.357,163.956,155141,4,Underground Rap
0.725,0.96,11,-4.211,0,0.145,0.001,0.128,0.352,0.517,138.027,210784,4,trap
0.735,0.799,2,-15.43,1,0.0554,0.025,0.879,0.113,0.183,133.999,379702,4,techno
0.495,0.912,2,-2.511,1,0.178,0.007,0.0,0.199,0.295,150.008,208231,4,Dark Trap
0.578,0.954,10,-7.93,0,0.0332,0.0,0.854,0.128,0.107,132.997,362527,4,techno
0.795,0.803,0,-10.872,1,0.0503,0.0049,0.866,0.102,0.038,127.989,515625,4,techno
0.741,0.619,5,-7.372,0,0.0391,0.282,0.0,0.11,0.454,115.208,170893,4,Underground Rap
0.466,0.957,2,-3.302,1,0.0637,0.0078,0.0,0.48,0.657,183.959,230507,4,Emo
0.73,0.873,7,-5.309,1,0.0428,0.0001,0.883,0.0947,0.298,125.008,406080,4,techno
0.204,0.704,5,-8.106,1,0.0555,0.0195,0.0071,0.385,0.0391,132.113,126000,4,Dark Trap
0.731,0.638,1,-6.389,1,0.0679,0.492,0.0,0.114,0.589,159.975,189850,4,Trap Metal
0.576,0.898,6,-4.487,0,0.42,0.0215,0.0049,0.0597,0.227,149.932,275600,4,trap
0.655,0.494,5,-11.581,1,0.0445,0.145,0.182,0.115,0.174,177.964,130743,4,Dark Trap
0.55,0.484,8,-10.598,1,0.0303,0.0118,0.0144,0.156,0.0861,138.951,193437,4,Underground Rap
0.464,0.641,5,-6.841,1,0.0302,0.0063,0.0,0.329,0.0473,127.121,171211,4,trance
0.806,0.851,9,-7.961,1,0.0602,0.0003,0.887,0.0336,0.715,125.989,455637,4,techhouse
0.65,0.613,9,-6.13,0,0.128,0.0034,0.0,0.267,0.0804,149.972,194621,4,Pop
0.623,0.974,4,-5.827,1,0.0782,0.0033,0.645,0.206,0.423,139.993,382286,4,psytrance
0.676,0.885,9,-8.482,0,0.1,0.0169,0.694,0.0909,0.0954,145.02,441966,4,psytrance
0.581,0.642,1,-5.318,1,0.407,0.0519,0.0,0.183,0.536,160.284,345160,4,Hiphop
0.477,0.351,4,-5.953,0,0.0642,0.91,0.0,0.145,0.529,170.346,239333,4,RnB
0.525,0.882,4,-5.005,0,0.247,0.133,0.0009,0.177,0.181,150.052,227809,4,trap
0.947,0.584,8,-7.907,1,0.457,0.0491,0.0,0.0791,0.384,120.018,129000,4,Underground Rap
0.833,0.842,6,-5.744,1,0.0567,0.0004,0.396,0.0194,0.882,124.983,215903,4,techhouse
0.368,0.987,6,-10.963,1,0.0984,0.0001,0.788,0.711,0.24,139.985,227369,4,trance
0.929,0.667,8,-6.789,0,0.353,0.0185,0.0,0.1,0.274,126.998,155168,4,Underground Rap
0.512,0.984,10,-7.274,0,0.056,0.0011,0.681,0.0639,0.44,149.944,188800,4,hardstyle
0.883,0.522,11,-11.921,1,0.233,0.0401,0.0,0.106,0.461,107.034,140177,4,Underground Rap
0.884,0.657,6,-4.569,0,0.0977,0.0059,0.0,0.154,0.489,107.059,234693,4,Rap
0.686,0.851,4,-2.602,0,0.296,0.148,0.0,0.2,0.804,192.016,132754,4,Underground Rap
0.494,0.984,2,-4.774,1,0.0682,0.0219,0.317,0.166,0.356,150.029,346400,4,hardstyle
0.547,0.735,4,-8.987,1,0.455,0.0417,0.0,0.1,0.521,109.349,199732,5,Underground Rap
0.387,0.899,6,-8.27,0,0.0598,0.0016,0.711,0.214,0.206,149.989,280200,3,Dark Trap
0.758,0.983,8,-7.401,0,0.0497,0.0006,0.859,0.109,0.147,127.997,210765,4,techno
0.618,0.505,8,-8.212,1,0.0549,0.0851,0.0,0.325,0.559,150.076,224816,4,RnB
0.798,0.396,1,-10.579,1,0.392,0.0208,0.15,0.113,0.261,150.012,106440,4,Underground Rap
0.768,0.505,1,-10.864,1,0.0605,0.0062,0.0003,0.137,0.554,180.054,241533,4,Hiphop
0.519,0.78,2,-4.939,1,0.0356,0.0016,0.0,0.156,0.166,145.125,239333,4,Emo
0.564,0.924,6,-4.014,0,0.773,0.162,0.0,0.0883,0.438,158.946,163998,3,Trap Metal
0.227,0.861,8,-3.997,1,0.0628,0.0002,0.0,0.155,0.143,149.648,246400,1,trap
0.467,0.615,2,-9.693,1,0.051,0.259,0.0106,0.293,0.293,169.612,139685,4,Trap Metal
0.627,0.969,5,-4.298,0,0.105,0.001,0.0197,0.405,0.462,140.042,151071,4,Trap Metal
0.532,0.72,8,-7.532,0,0.351,0.009,0.0,0.0969,0.226,171.854,156467,4,Dark Trap
0.78,0.577,11,-7.273,0,0.105,0.223,0.0,0.108,0.133,123.017,114362,4,Underground Rap
0.442,0.935,1,-3.84,0,0.0424,0.004,0.0378,0.393,0.141,150.011,219204,4,hardstyle
0.572,0.543,7,-4.251,0,0.0287,0.0954,0.0,0.329,0.329,166.728,271387,4,Hiphop
0.871,0.715,3,-7.828,0,0.147,0.196,0.0,0.14,0.378,150.955,102960,4,Rap
0.421,0.791,5,-5.172,0,0.325,0.0028,0.0016,0.28,0.408,150.225,211208,4,Dark Trap
0.779,0.438,1,-11.035,1,0.204,0.0069,0.0001,0.333,0.322,149.968,195265,4,Dark Trap
0.425,0.625,9,-6.863,1,0.0339,0.0188,0.0001,0.118,0.518,200.631,177625,4,Hiphop
0.5,0.81,2,-7.21,0,0.0464,0.0036,0.0016,0.0948,0.224,173.92,253793,4,dnb
0.934,0.407,0,-8.058,1,0.345,0.0036,0.0,0.11,0.0793,140.024,192000,4,RnB
0.801,0.501,1,-4.768,1,0.0464,0.632,0.0,0.167,0.565,134.082,175752,4,Underground Rap
0.509,0.947,1,-4.16,1,0.196,0.0084,0.643,0.646,0.19,144.98,299586,4,trap
0.864,0.671,1,-7.678,1,0.458,0.194,0.0,0.132,0.222,121.035,242987,4,Rap
0.479,0.989,5,-4.325,1,0.192,0.0056,0.0149,0.273,0.391,170.036,110039,4,Trap Metal
0.901,0.464,5,-9.789,0,0.0645,0.368,0.0,0.238,0.638,109.004,203267,4,Rap
0.771,0.821,11,-3.387,0,0.192,0.0035,0.0001,0.108,0.507,113.971,236106,4,Underground Rap
0.693,0.877,1,-10.017,0,0.0574,0.0028,0.918,0.663,0.0242,130.012,483707,4,techno
0.605,0.935,11,-0.39,1,0.331,0.0751,0.0,0.35,0.482,150.042,164942,4,trap
0.594,0.692,1,-7.973,1,0.0372,0.0076,0.903,0.107,0.143,139.988,444890,4,psytrance
0.533,0.869,8,-4.541,0,0.0452,0.0003,0.556,0.0832,0.197,137.971,521921,4,trance
0.575,0.681,1,-8.15,0,0.127,0.0888,0.0,0.219,0.232,110.091,261793,4,RnB
0.643,0.762,9,-7.437,0,0.0496,0.0209,0.769,0.101,0.371,174.027,178057,4,dnb
0.576,0.908,7,-8.626,1,0.0455,0.0001,0.655,0.276,0.112,142.014,490640,4,psytrance
0.487,0.995,4,-3.757,0,0.056,0.0002,0.815,0.837,0.554,145.002,480000,4,psytrance
0.463,0.973,5,-4.063,0,0.107,0.0019,0.0516,0.353,0.123,150.133,214100,4,hardstyle
0.489,0.878,2,-3.36,1,0.368,0.351,0.0,0.698,0.775,162.994,372173,4,Hiphop
0.603,0.617,8,-6.869,1,0.0455,0.0195,0.0067,0.0995,0.263,110.007,173474,4,Hiphop
0.891,0.374,0,-9.409,1,0.0423,0.0937,0.0039,0.107,0.475,113.645,148062,4,Underground Rap
0.754,0.898,6,-9.782,1,0.11,0.0147,0.369,0.213,0.343,147.02,399509,4,hardstyle
0.263,0.955,6,-7.876,1,0.0541,0.0016,0.919,0.335,0.4,134.989,188444,4,trance
0.566,0.766,2,-5.036,1,0.0399,0.431,0.0,0.101,0.547,168.005,233467,4,RnB
0.484,0.958,9,-5.836,0,0.0487,0.0028,0.0028,0.335,0.238,137.95,223716,4,trance
0.846,0.881,1,-4.589,1,0.115,0.0647,0.0,0.319,0.516,115.967,198653,4,Underground Rap
0.539,0.954,1,-3.68,1,0.437,0.0144,0.121,0.183,0.356,146.926,208980,4,trap
0.834,0.824,7,-8.144,0,0.203,0.0104,0.911,0.125,0.459,140.033,305165,4,trap
0.466,0.881,1,-5.022,0,0.108,0.0032,0.0002,0.421,0.361,138.032,201277,4,trance
0.169,0.613,3,-6.367,0,0.0398,0.663,0.0184,0.397,0.056,193.404,141044,5,Trap Metal
0.5,0.61,7,-11.12,1,0.146,0.117,0.0,0.156,0.216,189.43,152056,4,Emo
0.759,0.705,1,-6.857,1,0.0847,0.0622,0.837,0.117,0.162,138.004,426630,4,psytrance
0.653,0.924,4,-5.353,0,0.048,0.0002,0.855,0.681,0.116,126.006,472367,4,techhouse
0.528,0.749,7,-7.571,1,0.0479,0.0049,0.0001,0.0949,0.729,163.944,163906,4,Underground Rap
0.786,0.371,5,-11.264,1,0.0624,0.152,0.74,0.163,0.502,151.979,101512,4,Dark Trap
0.579,0.815,11,-6.485,1,0.0428,0.249,0.191,0.145,0.169,128.005,399293,3,trance
0.734,0.584,2,-11.193,1,0.281,0.0561,0.0,0.0831,0.736,163.976,108033,4,Underground Rap
0.302,0.655,5,-4.765,0,0.0317,0.061,0.865,0.0941,0.149,149.968,304802,4,hardstyle
0.4,0.918,8,-1.142,1,0.0812,0.0113,0.0009,0.159,0.309,148.45,179200,4,trap
0.867,0.679,10,-12.028,0,0.207,0.0336,0.0,0.0742,0.68,202.586,243200,4,Hiphop
0.497,0.755,7,-6.324,1,0.0453,0.0035,0.884,0.202,0.04,123.956,221625,4,Dark Trap
0.535,0.794,11,-10.487,0,0.0756,0.0002,0.884,0.121,0.159,129.008,375000,4,techno
0.804,0.957,1,-7.304,1,0.0742,0.0103,0.883,0.265,0.154,122.017,383607,4,techhouse
0.633,0.893,7,-5.569,0,0.0488,0.0043,0.729,0.403,0.151,172.015,376825,4,dnb
0.707,0.836,8,-8.422,1,0.076,0.0029,0.81,0.0801,0.227,126.006,434000,4,techno
0.656,0.951,1,-7.716,1,0.0549,0.0031,0.701,0.0931,0.219,128.995,368488,4,techno
0.678,0.746,11,-6.178,0,0.278,0.0032,0.0192,0.0983,0.426,145.096,272098,4,trap
0.426,0.579,2,-9.045,0,0.429,0.514,0.0,0.111,0.456,170.919,172678,4,RnB
0.525,0.837,1,-2.896,1,0.0365,0.0002,0.0565,0.305,0.0938,174.026,337542,4,dnb
0.876,0.828,9,-3.555,1,0.0459,0.525,0.036,0.119,0.356,119.985,144750,4,Rap
0.875,0.631,1,-3.475,1,0.099,0.0054,0.0,0.127,0.549,120.003,272080,4,Pop
0.493,0.95,2,-5.5,1,0.0336,0.002,0.859,0.683,0.254,137.983,231304,4,trance
0.836,0.579,9,-6.164,1,0.243,0.0021,0.0,0.11,0.431,85.486,213358,4,Rap
0.385,0.924,10,-5.322,0,0.247,0.0821,0.0083,0.77,0.17,149.814,267232,4,hardstyle
0.553,0.942,11,-2.616,0,0.242,0.0255,0.0017,0.725,0.484,150.088,230500,4,trap
0.805,0.936,2,-6.698,1,0.0695,0.0004,0.871,0.103,0.346,123.016,367630,4,techhouse
0.644,0.979,7,-5.488,1,0.269,0.0327,0.0049,0.381,0.451,154.963,113000,4,Trap Metal
0.491,0.973,1,-7.413,1,0.0542,0.0002,0.167,0.0906,0.217,138.007,365408,4,trance
0.428,0.98,8,-7.953,0,0.11,0.0,0.817,0.1,0.117,140.004,169714,4,trance
0.686,0.688,1,-8.062,0,0.0431,0.0396,0.699,0.176,0.235,133.971,186269,4,Dark Trap
0.811,0.532,8,-8.797,0,0.0577,0.0003,0.163,0.0624,0.352,124.015,357105,4,techhouse
0.406,0.918,9,-4.92,0,0.0666,0.191,0.0001,0.271,0.201,155.005,170323,4,hardstyle
0.632,0.828,7,-8.689,1,0.0339,0.0001,0.841,0.0976,0.263,131.004,497109,4,techno
0.458,0.378,2,-11.354,0,0.15,0.416,0.0919,0.0966,0.037,168.232,176804,3,Hiphop
0.494,0.933,5,-4.199,0,0.113,0.0028,0.0063,0.254,0.285,149.98,256000,4,hardstyle
0.306,0.378,11,-13.58,0,0.0327,0.939,0.937,0.506,0.184,128.116,172547,4,trance
0.548,0.668,11,-9.641,0,0.0539,0.0015,0.0913,0.414,0.264,174.99,253125,4,dnb
0.471,0.98,1,-1.505,1,0.195,0.0,0.0483,0.373,0.404,150.051,242800,4,trap
0.658,0.981,1,-2.503,1,0.231,0.0104,0.0818,0.687,0.182,149.968,225900,4,trap
0.839,0.456,1,-10.459,1,0.0795,0.0494,0.0,0.115,0.091,108.062,177778,3,Underground Rap
0.568,0.594,0,-5.815,1,0.0338,0.0282,0.923,0.528,0.191,129.994,90462,4,Dark Trap
0.926,0.951,6,-5.531,0,0.0924,0.0023,0.452,0.313,0.918,123.987,206588,4,techhouse
0.674,0.977,0,-7.177,1,0.0437,0.0,0.833,0.901,0.111,145.999,466532,4,psytrance
0.712,0.836,2,-8.449,1,0.0525,0.0048,0.729,0.0764,0.32,124.001,530323,4,techno
0.725,0.793,7,-7.309,1,0.065,0.0028,0.367,0.366,0.0393,133.016,570226,4,psytrance
0.639,0.913,1,-5.936,1,0.122,0.124,0.0,0.0928,0.233,169.992,141767,4,Trap Metal
0.563,0.624,8,-8.271,1,0.287,0.0439,0.0,0.111,0.337,152.068,163267,4,Rap
0.579,0.759,8,-5.984,1,0.0618,0.0001,0.479,0.125,0.107,174.014,310864,4,dnb
0.734,0.697,1,-8.285,1,0.231,0.0215,0.0,0.541,0.501,163.816,315867,4,Hiphop
0.752,0.765,9,-5.805,0,0.0908,0.118,0.0,0.31,0.309,105.998,193748,4,Hiphop
0.427,0.127,7,-12.731,1,0.0419,0.964,0.0,0.109,0.259,152.714,250573,4,Emo
0.289,0.555,10,-8.862,1,0.0958,0.0208,0.0,0.251,0.274,147.064,138333,4,Hiphop
0.701,0.848,1,-3.572,1,0.31,0.045,0.0001,0.251,0.692,173.274,255600,4,Hiphop
0.464,0.618,11,-4.268,0,0.0378,0.131,0.0,0.499,0.184,169.857,242823,4,dnb
0.416,0.763,2,-9.923,0,0.0515,0.0001,0.0001,0.363,0.0792,127.52,195453,4,trance
0.63,0.907,7,-3.828,0,0.0553,0.121,0.0048,0.107,0.346,140.026,308585,4,trap
0.694,0.723,1,-6.894,1,0.0534,0.0027,0.771,0.0969,0.0981,119.963,143160,4,Trap Metal
0.496,0.752,11,-4.269,1,0.443,0.0275,0.001,0.0844,0.344,150.33,192108,4,trap
0.672,0.588,1,-9.573,1,0.133,0.619,0.241,0.0992,0.204,169.033,174358,4,Underground Rap
0.669,0.884,8,-3.011,1,0.231,0.0175,0.001,0.235,0.737,189.75,178293,4,Underground Rap
0.31,0.942,3,-1.157,0,0.112,0.0149,0.0109,0.123,0.0815,144.954,259862,4,trap
0.504,0.921,1,-4.888,1,0.466,0.0342,0.0009,0.344,0.297,149.865,195200,4,trap
0.814,0.98,0,-4.34,0,0.0663,0.0433,0.733,0.635,0.583,122.017,208525,4,techhouse
0.683,0.59,0,-4.949,1,0.359,0.215,0.0,0.135,0.0401,209.986,117923,4,Dark Trap
0.79,0.938,0,-10.406,0,0.128,0.245,0.904,0.112,0.0332,132.998,433985,4,techno
0.785,0.877,1,-6.811,0,0.0541,0.0028,0.898,0.119,0.0908,126.998,394966,4,techno
0.556,0.857,8,-4.063,1,0.0622,0.0006,0.909,0.103,0.554,176.994,351380,4,dnb
0.521,0.967,10,-6.771,0,0.042,0.0366,0.928,0.115,0.477,137.492,321173,4,trance
0.645,0.766,6,-7.892,0,0.0519,0.0008,0.859,0.117,0.149,129.009,423871,4,techno
0.357,0.8,4,-4.19,0,0.0863,0.0001,0.0064,0.445,0.269,139.33,282857,4,trap
0.449,0.833,6,-5.763,0,0.0643,0.0183,0.0415,0.457,0.237,150.063,241200,3,hardstyle
0.616,0.594,8,-9.468,0,0.0734,0.224,0.293,0.0858,0.165,118.047,206000,4,Dark Trap
0.599,0.979,11,-6.729,0,0.0834,0.0003,0.831,0.386,0.258,142.991,399441,4,psytrance
0.712,0.598,7,-5.368,0,0.0388,0.0546,0.0,0.154,0.504,130.007,212354,4,Rap
0.509,0.886,1,-8.02,1,0.0484,0.038,0.0,0.12,0.116,129.016,366519,4,Dark Trap
